# hanzi	pinyin	HSK level (HSK 3.0 standard, public list)
洗衣机	xǐ yī jī	2
洗衣粉	xǐyīfěn	6
洞	dòng	5
津津有味	jīnjīnyǒuwèi	7
津贴	jīntiē	7
洪亮	hóngliàng	7
洪水	hóngshuǐ	6
活	huó	3
活儿	huór	7
活力	huólì	5
活动	huódòng	2
活期	huóqī	7
活泼	huópō	5
活该	huógāi	7
活跃	huóyuè	6
洽谈	qiàtán	7
派	pài	3
派出	pàichū	6
派别	pàibié	7
派遣	pàiqiǎn	7
流	liú	2
流传	liúchuán	4
流入	liúrù	7
流利	liúli	2
流动	liú dòng	5
流向	liúxiàng	7
流域	liúyù	7
流失	liúshī	7
流感	liúgǎn	6
流氓	liúmáng	7
流水	liúshuǐ	7
流泪	liúlèi	7
流浪	liúlàng	7
流淌	liútǎng	7
流畅	liúchàng	7
流程	liúchéng	7
流血	liúxuè	7
流行	liúxíng	2
流转	liúzhuǎn	7
流通	liútōng	5
流量	liúliàng	7
流露	liúlù	7
浅	qiǎn	4
浇	jiāo	7
测	cè	4
测定	cèdìng	6
测算	cèsuàn	7
测试	cè shì	4
测量	cèliáng	4
测验	cèyàn	7
浏览	liúlǎn	7
浏览器	liúlǎnqì	7
浑身	húnshēn	7
浓	nóng	4
浓厚	nónghòu	7
浓缩	nóngsuō	7
浓郁	nóngyù	7
浓重	nóngzhòng	7
浩劫	hàojié	7
浪	làng	7
浪漫	làngmàn	5
浪费	làngfèi	3
浮	fú	6
浮力	fúlì	7
浮现	fúxiàn	7
浮躁	fúzào	7
浴室	yùshì	7
海	hǎi	2
海关	hǎiguān	3
海内外	hǎinèiwài	7
海军	hǎijūn	6
海啸	hǎixiào	7
海域	hǎiyù	7
海外	hǎiwài	6
海岸	hǎi'àn	7
海峡	hǎixiá	7
海底	hǎidǐ	6
海报	hǎibào	6
海拔	hǎibá	7
海水	hǎi shuǐ	4
海洋	hǎiyáng	6
海浪	hǎilàng	6
海湾	hǎiwān	6
海滨	hǎibīn	7
海滩	hǎitān	7
海盗	hǎidào	7
海绵	hǎimián	7
海藻	hǎizǎo	7
海边	hǎi biān	2
海运	hǎiyùn	7
海量	hǎiliàng	7
海面	hǎimiàn	7
海鲜	hǎixiān	4
浸泡	jìnpào	7
涂	tú	7
消	xiāo	7
消化	xiāohuà	4
消失	xiāoshī	3
消息	xiāoxi	3
消极	xiāojí	5
消毒	xiāodú	5
消沉	xiāochén	7
消灭	xiāomiè	6
消耗	xiāohào	6
消费	xiāofèi	3
消费者	xiāo fèi zhě	5
消遣	xiāoqiǎn	7
消防	xiāofáng	5
消除	xiāochú	5
涉及	shèjí	6
涉嫌	shèxián	7
涌	yǒng	7
涌入	yǒngrù	7
涌现	yǒngxiàn	7
涝	lào	7
润	rùn	7
涨	zhǎng	5
涨价	zhǎng jià	5
涮	shuàn	7
液体	yètǐ	7
液晶	yèjīng	7
涵义	hányì	7
涵盖	hángài	7
淀粉	diànfěn	7
淋	lín	7
淌	tǎng	7
淘	táo	7
淘气	táoqì	7
淘汰	táotài	7
淡	dàn	4
淡化	dànhuà	7
淡季	dànjì	7
深	shēn	3
深信	shēnxìn	7
深入	shēn rù	3
深入人心	shēnrùrénxīn	7
深切	shēnqiè	7
深刻	shēnkè	3
深化	shēnhuà	6
深厚	shēn hòu	4
深受	shēnshòu	7
深处	shēn chù	5
深夜	shēnyè	7
深奥	shēn'ào	7
深度	shēn dù	5
深思	shēnsī	7
深情	shēnqíng	7
深深	shēnshēn	6
深远	shēnyuǎn	7
混	hùn	6
混乱	hùnluàn	6
混凝土	hùnníngtǔ	7
混合	hùnhé	6
混浊	hùnzhuó	7
混淆	hùnxiáo	7
淹	yān	7
添	tiān	6
添加	tiānjiā	7
清	qīng	6
清凉	qīngliáng	7
清单	qīngdān	7
清新	qīngxīn	7
清明	qīngmíng	7
清明节	qīngmíngjié	6
清晨	qīngchén	5
清晰	qīngxī	7
清楚	qīngchu	2
清洁	qīngjié	6
清洁工	qīngjiégōng	6
清洗	qīngxǐ	6
清淡	qīngdàn	7
清理	qīnglǐ	5
清真寺	qīngzhēnsì	7
清脆	qīngcuì	7
清醒	qīngxǐng	4
清除	qīngchú	7
清静	qīngjìng	7
渊源	yuānyuán	7
渐渐	jiàn jiàn	4
渔民	yúmín	7
渔船	yúchuán	7
渗	shèn	7
渗透	shèntòu	7
渠道	qúdào	6
渡	dù	6
渡过	dùguò	7
渣子	zhāzi	7
温习	wēnxí	7
温和	wēnhé	5
温室	wēnshì	7
温度	wēndù	2
温度计	wēndùjì	7
温暖	wēnnuǎn	3
温柔	wēnróu	7
温泉	wēnquán	7
温馨	wēnxīn	7
港	gǎng	7
港口	gǎngkǒu	6
渴	kě	1
渴望	kěwàng	5
游	yóu	3
游人	yóurén	6
游客	yóu kè	2
游戏	yóuxì	3
游戏机	yóuxìjī	6
游泳	yóuyǒng	3
游泳池	yóu yǒng chí	5
游玩	yóuwán	6
游船	yóuchuán	7
游行	yóuxíng	6
游览	yóulǎn	7
渺小	miǎoxiǎo	7
湖	hú	2
湖泊	húpō	7
湿	shī	4
湿度	shīdù	7
湿润	shīrùn	7
溅	jiàn	7
源于	yuányú	7
源头	yuántóu	7
源泉	yuánquán	7
源源不断	yuányuánbúduàn	7
溜	liū	7
溜达	liūda	7
溢	yì	7
溶解	róngjiě	7
滑	huá	5
滑冰	huábīng	7
滑梯	huátī	7
滑稽	huájī	7
滑雪	huáxuě	7
滔滔不绝	tāotāobùjué	7
滚	gǔn	5
滚动	gǔndòng	7
滞后	zhìhòu	7
滞留	zhìliú	7
满	mǎn	2
满怀	mǎnhuái	7
满意	mǎnyì	2
满足	mǎnzú	3
滥用	lànyòng	7
滨海	bīnhǎi	7
滴	dī	6
漂	piāo	7
漂亮	piàoliang	2
漆	qī	7
漏	lòu	5
漏洞	lòu dòng	5
演	yǎn	3
演习	yǎnxí	7
演出	yǎnchū	3
演变	yǎnbiàn	7
演员	yǎnyuán	3
演唱	yǎn chàng	3
演唱会	yǎn chàng huì	3
演奏	yǎnzòu	6
演戏	yǎnxì	7
演技	yǎnjì	7
演播室	yǎnbōshì	7
演示	yǎnshì	7
演练	yǎnliàn	7
演绎	yǎnyì	7
演艺圈	yǎnyìquān	7
演讲	yǎnjiǎng	4
演说	yǎnshuō	7
漠然	mòrán	7
漫	màn	7
漫游	mànyóu	7
漫画	mànhuà	5
漫长	màncháng	5
潇洒	xiāosǎ	7
潜力	qiánlì	6
潜在	qiánzài	7
潜水	qiánshuǐ	7
潜移默化	qiányímòhuà	7
潜能	qiánnéng	7
潜艇	qiántǐng	7
潦草	liáocǎo	7
潮	cháo	4
潮流	cháoliú	4
潮湿	cháoshī	4
澄清	chéngqīng	7
激光	jīguāng	7
激动	jīdòng	4
激励	jīlì	7
激化	jīhuà	7
激发	jīfā	7
激情	jīqíng	6
激活	jīhuó	7
激烈	jīliè	4
激素	jīsù	7
激起	jīqǐ	7
瀑布	pùbù	7
灌	guàn	7
灌溉	guàngài	7
灌输	guànshū	7
火	huǒ	3
火候	huǒhou	7
火山	huǒshān	7
火暴	huǒbào	7
火柴	huǒchái	5
火灾	huǒ zāi	5
火炬	huǒjù	7
火热	huǒrè	7
火焰	huǒyàn	7
火箭	huǒjiàn	6
火腿	huǒ tuǐ	5
火花	huǒhuā	7
火药	huǒyào	7
火车	huǒ chē	1
火辣辣	huǒlàlà	7
火速	huǒsù	7
火锅	huǒguō	7
灭	miè	6
灭亡	mièwáng	7
灭绝	mièjué	7
灯	dēng	2
灯光	dēng guāng	4
灯泡	dēngpào	7
灯笼	dēnglong	7
灰	huī	7
灰尘	huīchén	7
灰心	huīxīn	7
灰色	huī sè	5
灵	líng	7
灵巧	língqiǎo	7
灵感	línggǎn	7
灵敏	língmǐn	7
灵机一动	língjīyídòng	7
灵活	línghuó	6
灵通	língtōng	7
灵魂	línghún	7
灾	zāi	5
灾区	zāi qū	5
灾害	zāihài	5
灾难	zāinàn	5
灿烂	cànlàn	7
炉子	lúzi	7
炉灶	lúzào	7
炎热	yánrè	7
炎症	yánzhèng	7
炒	chǎo	6
炒作	chǎozuò	6
炒股	chǎogǔ	6
炖	dùn	7
炫耀	xuànyào	7
炭	tàn	7
炮	pào	6
炸	zhà	6
炸弹	zhàdàn	6
炸药	zhàyào	6
点	diǎn	1
点击率	diǎnjīlǜ	7
点名	diǎn míng	4
点头	diǎn tóu	2
点子	diǎnzi	7
点心	diǎnxin	7
点火	diǎnhuǒ	7
点燃	diǎn rán	5
点缀	diǎnzhuì	7
点评	diǎnpíng	7
炼	liàn	7
烂	làn	5
烈士	lièshì	7
烘干	hōnggān	7
烘托	hōngtuō	7
烟	yān	3
烟囱	yāncōng	7
烟火	yānhuǒ	7
烟花	yānhuā	6
烤肉	kǎo ròu	5
烤鸭	kǎoyā	5
烦	fán	4
烦恼	fánnǎo	7
烦躁	fánzào	7
烦闷	fánmèn	7
烧	shāo	4
烧毁	shāohuǐ	7
烧烤	shāokǎo	7
烫	tàng	7
热	rè	1
热带	rèdài	7
热心	rèxīn	4
热情	rèqíng	2
热气	rèqì	7
热气球	rèqìqiú	7
热水	rèshuǐ	6
热水器	rèshuǐqì	6
热潮	rècháo	7
热点	rèdiǎn	6
热烈	rèliè	3
热爱	rè'ài	3
热线	rèxiàn	6
热腾腾	rèténgténg	7
热衷	rèzhōng	7
热量	rè liàng	5
热门	rèmén	5
热闹	rènao	4
烹调	pēngtiáo	7
焊	hàn	7
焕发	huànfā	7
焚烧	fénshāo	7
焦	jiāo	7
焦急	jiāojí	7
焦点	jiāodiǎn	6
焦虑	jiāolǜ	7
焦距	jiāojù	7
焦躁	jiāozào	7
焰火	yànhuǒ	7
然后	ránhòu	2
然而	rán'ér	4
煎	jiān	7
煤	méi	5
煤气	méi qì	5
煤炭	méitàn	7
煤矿	méikuàng	7
照	zhào	3
照例	zhàolì	7
照办	zhàobàn	7
照常	zhàocháng	7
照料	zhàoliào	7
照明	zhàomíng	7
照样	zhàoyàng	6
照片	zhàopiàn	2
照相	zhào xiàng	2
照耀	zhàoyào	6
照顾	zhàogù	2
煮	zhǔ	6
煲	bāo	7
煽动	shāndòng	7
熄火	xīhuǒ	7
熊	xióng	5
熏	xūn	7
熏陶	xūntáo	7
熙熙攘攘	xīxīrǎngrǎng	7
熟	shú	2
熟人	shú rén	3
熟悉	shúxī	5
熟练	shúliàn	4
熬	áo	6
熬夜	áoyè	7
燃放	ránfàng	7
燃料	rán liào	4
燃气	ránqì	7
燃油	rányóu	7
燃烧	ránshāo	4
燕子	yànzi	7
爆冷门	bàolěngmén	7
爆满	bàomǎn	7
爆竹	bàozhú	7
爬	pá	2
爬山	páshān	2
爱	ài	1
爱不释手	àibúshìshǒu	5
爱人	ài rén	2
爱国	ài guó	4
爱好	ài hào	1
爱心	àixīn	2
爱情	àiqíng	2
爱惜	àixī	6
爱戴	àidài	6
爱护	àihù	4
爱理不理	àilǐbùlǐ	7
爱面子	àimiànzi	7
爵士	juéshì	7
父亲	fùqīn	3
父女	fùnǚ	6
父子	fùzǐ	6
父母	fù mǔ	3
爷爷	yéye	1
爸爸	bàba	1
爹	diē	7
爽	shuǎng	6
爽快	shuǎngkuai	7
片	piàn	2
片子	piānzi	7
片段	piànduàn	7
片面	piànmiàn	4
版	bǎn	5
版本	bǎnběn	6
牌	pái	4
牌子	pái zi	3
牌照	páizhào	7
牙	yá	4
牙刷	yá shuā	4
牙膏	yágāo	7
牙齿	yáchǐ	7
牛	niú	3
牛仔裤	niúzǎikù	5
牛奶	niúnǎi	1
牡丹	mǔdān	7
牢	láo	6
牢固	láogù	7
牢牢	láoláo	7
牢记	láojì	7
牧场	mùchǎng	7
牧民	mùmín	7
物业	wùyè	5
物价	wù jià	5
物体	wùtǐ	7
物品	wùpǐn	6
物流	wùliú	7
物证	wùzhèng	7
物质	wùzhì	5
物资	wùzī	7
牲畜	shēngchù	7
牵	qiān	6
牵制	qiānzhì	7
牵头	qiāntóu	7
牵扯	qiānchě	7
牵挂	qiānguà	7
牵涉	qiānshè	7
特	tè	6
特产	tèchǎn	7
特价	tè jià	4
特例	tèlì	7
特别	tèbié	2
特制	tèzhì	7
特地	tèdì	6
特大	tèdà	6
特定	tèdìng	5
特征	tèzhēng	4
特快	tèkuài	6
特性	tè xìng	5
特意	tèyì	6
特有	tè yǒu	5
特权	tèquán	7
特殊	tèshū	4
特点	tèdiǎn	2
特色	tèsè	3
特质	tèzhì	7
特邀	tèyāo	7
特长	tècháng	7
牺牲	xīshēng	6
犯	fàn	6
犯愁	fànchóu	7
犯罪	fànzuì	6
犯规	fànguī	6
状况	zhuàngkuàng	3
状态	zhuàngtài	3
犹如	yóurú	7
犹豫	yóuyù	5
犹豫不决	yóuyùbùjué	7
狂	kuáng	5
狂欢	kuánghuān	7
狂欢节	kuánghuānjié	7
狂热	kuángrè	7
狗	gǒu	2
狠	hěn	6
狡猾	jiǎohuá	7
独	dú	7
独一无二	dúyīwú'èr	7
独唱	dúchàng	7
独家	dújiā	7
独特	dútè	4
独立	dúlì	4
独立自主	dúlìzìzhǔ	7
独自	dú zì	4
独身	dúshēn	7
狭小	xiáxiǎo	7
狭窄	xiázhǎi	7
狭隘	xiá'ài	7
狮子	shīzi	7
狼	láng	7
狼狈	lángbèi	7
猎人	lièrén	7
猎犬	lièquǎn	7
猖狂	chāngkuáng	7
猛	měng	6
猛烈	měngliè	7
猛然	měngrán	7
猜	cāi	5
猜想	cāixiǎng	7
猜测	cāicè	5
猜谜	cāimí	7
猩猩	xīngxing	7
猪	zhū	3
猫	māo	2
献	xiàn	5
献血	xiànxiě	7
猴	hóu	5
玄	xuán	7
玄机	xuánjī	7
率	lǜ	7
率先	shuài xiān	4
率领	shuàilǐng	5
玉	yù	4
玉米	yùmǐ	4
王	wáng	4
王后	wánghòu	6
王国	wángguó	7
王子	wángzǐ	6
王牌	wángpái	7
玩儿	wánr	1
玩具	wánjù	3
玩意儿	wányìr	7
玩耍	wánshuǎ	7
玫瑰	méigui	7
环	huán	3
环保	huán bǎo	3
环境	huánjìng	3
环球	huánqiú	7
环绕	huánrào	7
环节	huánjié	5
现代	xiàndài	3
现任	xiànrèn	7
现在	xiànzài	1
现场	xiànchǎng	3
现实	xiànshí	3
现成	xiànchéng	7
现有	xiàn yǒu	5
现状	xiànzhuàng	5
现行	xiànxíng	7
现象	xiànxiàng	3
现金	xiànjīn	3
玻璃	bōli	5
珍惜	zhēnxī	5
珍珠	zhēnzhū	5
珍藏	zhēncáng	7
珍视	zhēnshì	7
珍贵	zhēnguì	5
珍重	zhēnzhòng	7
珠宝	zhūbǎo	6
班	bǎn	1
班级	bān jí	3
班长	bān zhǎng	2
球	qiú	1
球员	qiúyuán	6
球场	qiú chǎng	2
球拍	qiúpāi	6
球星	qiúxīng	6
球迷	qiúmí	3
球队	qiú duì	2
球鞋	qiú xié	2
理	lǐ	6
理事	lǐshì	7
理会	lǐhuì	7
理发	lífà	3
理念	lǐniàn	7
理性	lǐxìng	7
理想	lǐxiǎng	2
理所当然	lǐsuǒdāngrán	7
理智	lǐzhì	6
理由	lǐyóu	3
理直气壮	lǐzhíqìzhuàng	7
理睬	lǐcǎi	7
理科	lǐkē	7
理解	lǐjiě	3
理论	lǐlùn	3
理财	lǐcái	6
琴	qín	5
瑞雪	ruìxuě	7
瑰宝	guībǎo	7
瓜	guā	4
瓜分	guāfēn	7
瓜子	guāzi	7
瓦	wǎ	7
瓶	píng	2
瓶子	píngzi	2
瓶颈	píngjǐng	7
瓷	cí	7
瓷器	cíqì	7
甘心	gānxīn	7
甚至	shènzhì	4
甚至于	shènzhìyú	7
甜	tián	3
甜头	tiántou	7
甜美	tiánměi	7
甜蜜	tiánmì	7
生	shēng	2
生产	shēngchǎn	3
生前	shēngqián	7
生动	shēngdòng	3
生命	shēngmìng	3
生命线	shēngmìngxiàn	7
生存	shēngcún	3
生平	shēngpíng	7
生态	shēngtài	7
生怕	shēngpà	7
生意	shēngyi	3
生成	shēng chéng	5
生效	shēngxiào	7
生日	shēngrì	1
生机	shēngjī	7
生死	shēngsǐ	7
生气	shēngqì	1
生活	shēnghuó	2
生活费	shēnghuófèi	6
生涯	shēngyá	7
生物	shēngwù	7
生理	shēnglǐ	7
生病	shēngbìng	1
生硬	shēngyìng	7
生育	shēngyù	7
生词	shēng cí	2
生长	shēngzhǎng	3
用	yòng	1
用不着	yòng bù zháo	5
用于	yòng yú	5
用人	yòngrén	7
用力	yònglì	7
用功	yònggōng	7
用品	yòngpǐn	6
用处	yòngchu	6
用得着	yòngdezháo	6
用心	yòngxīn	6
用意	yòngyì	7
用户	yònghù	5
用来	yòng lái	5
用法	yòngfǎ	6
用途	yòngtú	4
用餐	yòngcān	7
甩	shuǎi	7
田	tián	6
田径	tiánjìng	6
由	yóu	3
由于	yóuyú	3
由来	yóulái	7
由此	yóu cǐ	5
由此可见	yóucǐkějiàn	7
由此看来	yóucǐkànlái	7
由衷	yóuzhōng	7
甲	jiǎ	5
申办	shēnbàn	7
申报	shēnbào	7
申请	shēnqǐng	4
申领	shēnlǐng	7
电	diàn	1
电信	diànxìn	7
电力	diànlì	6
电动	diàndòng	6
电动车	diàn dòng chē	4
电台	diàntái	3
电器	diànqì	6
电子版	diàn zǐ bǎn	5
电子邮件	diànzǐyóujiàn	3
电影	diànyǐng	1
电影院	diàn yǐng yuàn	1
电报	diànbào	7
电梯	diàntī	4
电池	diànchí	5
电源	diànyuán	4
电灯	diàn dēng	4
电线	diànxiàn	7
电网	diànwǎng	7
电脑	diànnǎo	1
电视	diànshì	1
电视剧	diàn shì jù	3
电视台	diàn shì tái	3
电视机	diàn shì jī	1
电讯	diànxùn	7
电话	diàn huà	1
电车	diànchē	6
电铃	diànlíng	7
电饭锅	diàn fàn guō	5
男	nán	1
男人	nán ren	1
男士	nán shì	4
男女	nán nǚ	4
男子	nán zǐ	3
男孩儿	nán háir	1
男性	nán xìng	5
男朋友	nán péng yǒu	1
男生	nán shēng	1
画	huà	2
画儿	huàr	2
画册	huàcè	7
画家	huà jiā	2
画展	huàzhǎn	7
画蛇添足	huàshétiānzú	7
画面	huà miàn	5
画龙点睛	huàlóngdiǎnjīng	7
畅谈	chàngtán	7
畅通	chàngtōng	6
畅销	chàngxiāo	7
界	jiè	6
界定	jièdìng	7
界线	jièxiàn	7
界限	jièxiàn	7
畏惧	wèijù	7
畏缩	wèisuō	7
留	liú	2
留下	liú xià	2
留学	liúxué	3
留学生	liú xué shēng	2
留心	liúxīn	7
留念	liúniàn	7
留恋	liúliàn	7
留意	liúyì	7
留神	liúshén	7
留言	liúyán	6
略	luè	7
略微	lüèwēi	7
番	fān	6
番茄	fānqié	6
畸形	jīxíng	7
疏导	shūdǎo	7
疏忽	shūhu	7
疏散	shūsàn	7
疏通	shūtōng	7
疑惑	yíhuò	7
疑点	yídiǎn	7
疑虑	yílǜ	7
疑问	yíwèn	4
疗养	liáo yǎng	4
疗效	liáoxiào	7
疗法	liáofǎ	7
疤	bā	6
疫苗	yìmiáo	7
疯	fēng	5
疯子	fēngzi	7
疯狂	fēngkuáng	5
疲倦	píjuàn	7
疲劳	píláo	7
疲惫	píbèi	7
疲惫不堪	píbèibùkān	7
疼	téng	2
疼痛	téngtòng	6
疾病	jíbìng	6
病	bìng	1
病人	bìng rén	1
病床	bìngchuáng	7
病情	bìngqíng	6
病房	bìngfáng	6
病毒	bìngdú	5
病症	bìngzhèng	7
症状	zhèngzhuàng	6
症结	zhēngjié	7
痒	yǎng	7
痕迹	hénjì	7
痛	tòng	3
痛心	tòngxīn	7
痛快	tòngkuài	4
痛苦	tòngkǔ	3
痰	tán	7
痴呆	chīdāi	7
痴心	chīxīn	7
痴迷	chīmí	7
瘟疫	wēnyì	7
瘦	shòu	5
瘫	tān	7
瘫痪	tānhuàn	7
瘾	yǐn	7
癌	ái	7
癌症	áizhèng	7
登	dēng	4
登山	dēng shān	4
登录	dēnglù	4
登机	dēngjī	7
登记	dēngjì	4
登陆	dēnglù	7
白	bái	1
白天	bái tiān	1
白白	báibái	7
白色	bái sè	2
白菜	bái cài	3
白酒	bái jiǔ	5
百	bǎi	1
百分比	bǎifēnbǐ	7
百合	bǎihé	7
百科全书	bǎikēquánshū	7
百货	bǎi huò	4
的	de	1
的确	díquè	4
的话	de huà	2
皆	jiē	7
皇上	huángshang	7
皇后	huánghòu	7
皇室	huángshì	7
皇宫	huánggōng	7
皇帝	huángdì	6
皮	pí	3
皮包	pí bāo	3
皮带	pídài	7
皮球	píqiú	6
皮肤	pífū	5
皮鞋	píxié	5
皱	zhòu	7
盆	pén	5
盈利	yínglì	7
益处	yìchù	7
盏	zhǎn	7
盐	yán	4
监察	jiānchá	7
监护	jiānhù	7
监控	jiānkòng	7
监测	jiāncè	6
监狱	jiānyù	7
监督	jiāndū	6
监管	jiānguǎn	7
监视	jiānshì	7
盒	hé	5
盒子	hézi	5
盒饭	hé fàn	5
盖	gài	4
盖子	gàizi	7
盗	dào	7
盗版	dàobǎn	6
盗窃	dàoqiè	7
盘	pán	4
盘子	pánzi	4
盘算	pánsuan	7
盛	chéng	7
盛会	shènghuì	7
盛大	shèngdà	7
盛开	shèngkāi	7
盛气凌人	shèngqìlíngrén	7
盛行	shèngxíng	6
盟友	méngyǒu	7
目不转睛	mùbùzhuǎnjīng	7
目中无人	mùzhōngwúrén	7
目光	mùguāng	5
目前	mùqián	3
目录	mùlù	7
目标	mùbiāo	3
目的	mùdì	2
目的地	mùdìdì	7
目睹	mùdǔ	7
目瞪口呆	mùdèngkǒudāi	7
盯	dīng	7
盲人	mángrén	6
盲目	mángmù	7
直	zhí	3
直到	zhí dào	3
直升机	zhíshēngjī	6
直奔	zhíbèn	7
直径	zhíjìng	7
直接	zhíjiē	2
直播	zhíbō	3
直线	zhí xiàn	5
直至	zhízhì	7
直观	zhíguān	7
直视	zhíshì	7
直觉	zhíjué	7
直达	zhídá	7
相互	xiāng hù	3
相传	xiāngchuán	7
相伴	xiāngbàn	7
相似	xiāngsì	3
相依为命	xiāngyīwéimìng	7
相信	xiāngxìn	2
相关	xiāngguān	3
相反	xiāngfǎn	4
相同	xiāngtóng	2
相声	xiàngsheng	5
相处	xiāngchǔ	4
相对	xiāngduì	7
相对而言	xiāngduì'éryán	7
相差	xiāngchà	7
相应	xiāngyìng	5
相当	xiāngdāng	3
相当于	xiāngdāngyú	7
相提并论	xiāngtíbìnglùn	7
相机	xiàng jī	2
相比	xiāng bǐ	3
相比之下	xiāngbǐzhīxià	7
相片	xiàng piàn	4
相等	xiāngděng	5
相约	xiāngyuē	7
相继	xiāngjì	7
相识	xiāngshí	7
相辅相成	xiāngfǔxiāngchéng	7
相连	xiānglián	7
相通	xiāngtōng	7
相遇	xiāngyù	7
盼	pàn	7
盼望	pànwàng	6
省	shěng	2
省事	shěngshì	7
省略	shěnglüè	7
省钱	shěngqián	6
眉开眼笑	méikāiyǎnxiào	7
眉毛	méimao	7
看	kàn	1
看上去	kàn shàng qù	3
看不起	kànbuqǐ	4
看中	kànzhòng	7
看似	kànsì	7
看作	kànzuò	6
看出	kàn chū	5
看到	kàn dào	1
看台	kàntái	7
看好	kànhǎo	6
看待	kàndài	5
看得出	kàndechū	7
看得见	kàndejiàn	6
看得起	kàndeqǐ	6
看成	kàn chéng	5
看护	kānhù	7
看望	kànwàng	4
看来	kàn lái	4
看样子	kànyàngzi	7
看法	kànfǎ	2
看热闹	kànrènao	7
看病	kàn bìng	1
看管	kānguǎn	6
看见	kànjiàn	1
看起来	kàn qǐ lái	3
看重	kànzhòng	7
真	zhēn	1
真假	zhēnjiǎ	7
真实	zhēnshí	3
真心	zhēnxīn	7
真情	zhēnqíng	7
真挚	zhēnzhì	7
真是的	zhēnshide	7
真正	zhēnzhèng	2
真理	zhēnlǐ	5
真的	zhēn de	1
真相	zhēnxiàng	5
真空	zhēnkōng	7
真诚	zhēn chéng	5
眨眼	zhǎyǎn	7
眼	yǎn	2
眼下	yǎnxià	7
眼光	yǎnguāng	5
眼前	yǎn qián	3
眼泪	yǎn lèi	4
眼界	yǎnjiè	7
眼看	yǎnkàn	6
眼睛	yǎnjing	2
眼神	yǎnshén	7
眼红	yǎnhóng	7
眼色	yǎnsè	7
眼里	yǎn lǐ	4
眼镜	yǎnjìng	4
着	zhe	1
着急	zháojí	4
着火	zháohuǒ	4
着迷	zháomí	7
睁	zhēng	7
睡	shuì	1
睡眠	shuì mián	5
睡着	shuì zháo	4
睡袋	shuìdài	7
睡觉	shuìjiào	1
督促	dūcù	7
瞄准	miáozhǔn	7
瞎	xiā	7
瞒	mán	7
瞧	qiáo	5
瞧不起	qiáobuqǐ	7
瞩目	zhǔmù	7
瞪	dèng	7
瞬间	shùnjiān	7
瞻仰	zhānyǎng	7
矛头	máotóu	7
矛盾	máodùn	5
矣	yǐ	7
知名	zhīmíng	6
知己	zhījǐ	7
知觉	zhījué	7
知识	zhīshi	1
知识分子	zhīshifènzǐ	7
知足	zhīzú	7
知道	zhīdào	1
矫正	jiǎozhèng	7
短	duǎn	2
短信	duǎnxìn	2
短处	duǎn chù	3
短暂	duǎnzàn	7
短期	duǎn qī	3
短片	duǎnpiàn	6
短缺	duǎnquē	7
短裤	duǎn kù	3
矮	ǎi	4
矮小	ǎi xiǎo	4
石头	shítou	3
石油	shíyóu	3
矿	kuàng	6
矿泉水	kuàngquánshuǐ	4
矿藏	kuàngcáng	7
码	mǎ	7
码头	mǎtóu	5
砂糖	shātáng	7
砍	kǎn	7
研制	yán zhì	4
研发	yánfā	6
研究	yánjiū	4
研究所	yán jiū suǒ	5
研究生	yán jiū shēng	4
研讨	yántǎo	7
破	pò	3
破产	pòchǎn	4
破坏	pòhuài	3
破旧	pòjiù	7
破案	pò'àn	7
破灭	pòmiè	7
破碎	pòsuì	7
破裂	pòliè	7
破解	pòjiě	7
破除	pòchú	7
砸	zá	7
硕士	shuòshì	5
硕果	shuòguǒ	7
硬	yìng	5
硬件	yìngjiàn	5
硬币	yìngbì	7
硬朗	yìnglang	7
硬盘	yìngpán	7
确保	quèbǎo	3
确信	quèxìn	7
确凿	quèzáo	7
确切	quèqiè	7
确定	quèdìng	3
确实	quèshí	3
确立	quèlì	5
确认	quèrèn	4
确诊	quèzhěn	7
碍事	àishì	7
碎	suì	5
碑	bēi	7
碗	wǎn	2
碧绿	bìlǜ	7
碰	pèng	2
碰上	pèngshang	7
碰到	pèng dào	2
碰巧	pèngqiǎo	7
碰撞	pèngzhuàng	7
碰见	pèng jiàn	2
碰钉子	pèngdīngzi	7
碳	tàn	7
磁卡	cíkǎ	7
磁带	cídài	7
磁盘	cípán	7
磅	bàng	6
磋商	cuōshāng	7
磨	mó	6
磨合	móhé	7
磨损	mósǔn	7
磨难	mónàn	7
礁石	jiāoshí	7
示威	shìwēi	7
示意	shìyì	7
示范	shìfàn	5
礼	lǐ	5
礼仪	lǐyí	7
礼品	lǐpǐn	7
礼堂	lǐtáng	6
礼拜	lǐ bài	5
礼服	lǐfú	7
礼物	lǐwù	2
礼貌	lǐmào	5
社	shè	5
社交	shèjiāo	7
社会	shèhuì	3
社会主义	shèhuìzhǔyì	7
社区	shèqū	5
社团	shètuán	7
社论	shèlùn	7
祈祷	qídǎo	7
祖国	zǔguó	6
祖母	zǔmǔ	6
祖父	zǔfù	6
祝	zhù	3
祝愿	zhùyuàn	6
祝福	zhùfú	4
祝贺	zhùhè	5
神	shén	5
神仙	shénxiān	7
神圣	shénshèng	7
神奇	shénqí	5
神态	shéntài	7
神情	shén qíng	5
神气	shénqì	7
神秘	shénmì	4
神经	shénjīng	5
神话	shénhuà	4
祥和	xiánghé	7
票	piào	1
票价	piào jià	3
票房	piàofáng	7
祭	jì	7
祭奠	jìdiàn	7
祭祀	jìsì	7
